                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -5798.1643652618377018    -6643.0569137377651714        0.0000000000000000       6937        175        118        120        112          0          0        0.0000000000000000 144989.8405286883353256 147700.9201159057556652 141024.0306768849259242 138110.4930891645490192 137024.0711773100192659 141018.5415296013816260 142721.2052873179782182 135813.2268924244854134 135779.9015298339363653 142511.0195438147638924 137530.4210654213093221 137830.0575230501126498 135217.5928452401130926 132982.1475777061423287 144244.9251774730510078 134126.2723539941944182 137864.9656706753303297 138071.2366500576026738 134860.9571926640346646 135682.4453178755939007 149125.6776578533463180 144282.8309363858134020 139179.0297280452214181 140543.3785040040093008
   -1212.1931945504516079     8497.9299864578060806        0.0000000000000000       7830        201        141        118        141          0          0        0.0000000000000000 139224.1916031910513993 135104.3325632752384990 134847.6683023159857839 126187.2458022195787635 136023.5923038705368526 133683.6038937919656746 133894.9455566621036269 127339.9535852565895766 121789.4207013317645760 126704.7855582886841148 119980.1032102241151733 115449.5282961999328109 124969.7520052686159033 130159.7009092711377889 138643.8827750547789037 139612.3910170126182493 127983.7252684966224479 133603.4664034799789079 135109.2645822583872359 136850.2951518993359059 135273.2499592764943372 133203.9177705520414747 136575.9251491684408393 138618.9041856385883875
    4907.5275233904012566     7093.9662537815602263        0.0000000000000000       4343        202        140        135        128          0          0        0.0000000000000000 132454.5299883330299053 127654.6542332328244811 131742.3388785831921268 128675.3575590582768200 129034.4903624477155972 132196.2054578601382673 130267.1479072023212211 130386.3233238996181171 132382.4701245677133556 124016.9658562489494216 129409.9297561884159222 137730.2625388579908758 128373.6727343018865213 124426.5533239151409362 130915.8264471643196885 135527.7517651189409662 131569.2989279018365778 131976.2118340844754130 129125.7488388407800812 130737.0682833881000988 127637.1805596142803552 129557.2372565401747124 129207.7516217930970015 132429.9343704167113174
    6266.6117443289622315    -6137.3305054240299796        0.0000000000000000       3964        165        113        116        100          0          0        0.0000000000000000 151134.1389598615351133 149997.9686477684881538 144139.6809061974345241 136108.0409041663806420 133822.5399709116609301 136777.8987991745525505 129095.9894243713206379 135628.7138510023942217 138878.1815634073573165 138690.7854012715397403 137612.9483303484739736 146648.3853579611750320 138011.0082258479669690 147321.1386096195201389 145903.3120686542824842 140936.4044465970946476 142320.7829211283242330 141796.8358473523985595 134387.0096439402259421 143991.8950988702708855 149142.8406157924910076 146663.5565012690203730 146291.7325661092181690 147201.7126498755533248
    8141.9485969467305040     3442.7053456559106053        0.0000000000000000       6533        153        106        106         94          0          0        0.0000000000000000 125120.9093087999790441 127430.6691077418799978 140144.4760664804489352 131852.6073054367152508 130851.5354236887942534 137372.2702248120913282 130701.2172281244129408 128275.9245932452613488 127020.5545708885620115 132842.6453525993565563 127664.3690901938971365 130325.2995492957998067 134275.2508633414399810 122954.5644766387413256 125471.5637914596300106 132110.0721623068675399 131517.0188176486990415 134843.0955423818377312 127184.4957848186022602 129235.8432766081095906 132203.4768897628528066 128958.5051409150910331 123464.2275450997403823 129190.7132679165224545
    8153.0478937808702540     3510.8882743195072180        0.0000000000000000       3810        160        110         96        114          0          0        0.0000000000000000 142278.3530342996236868 140879.5097663505584933 135019.7981606813555118 144647.0790092041133903 142281.4310771462623961 138967.2277654634090140 145368.3137164875515737 137524.6728200092329644 139359.2278358294279315 137677.2343067163892556 138395.8434476759866811 136643.7878747338545509 132669.2501095248153433 130144.5712128647282952 133403.5766415368416347 140423.8290832730999682 131768.6975846819404978 136917.9822673758026212 135013.8518558526993729 134478.5281845031131525 139327.3484478672617115 144073.8268206760112662 145068.6773955425887834 147101.7730976144957822
   -8434.5301287367838086    -2606.8770802312797059        0.0000000000000000       3156        142         92        101         90          0          0        0.0000000000000000 151576.1654859833943192 151008.7428038889775053 146150.1797845686960500 150140.2534744090808090 135594.4557867749826983 141361.0904486789368093 148089.2573891899082810 146955.1088556214235723 145009.0526798328792211 145374.7769136312708724 146258.7866520459647290 139163.5193254844634794 139825.9621318659046665 140329.1925631046469789 137402.9566844643268269 144193.8073284691199660 139168.7854325639491435 137188.9702966547629330 134229.6527111884497572 144481.1260399133316241 142519.9481724273646250 145244.2878510523878504 136374.6285916782217100 149264.5535509800829459
   -6123.4829589526298150    -6315.7125149509984112        0.0000000000000000       7333        163        120        100        104          0          0        0.0000000000000000 142603.5068159490474500 138930.7468034091871232 144488.9024577937088907 140687.5203917367325630 132612.4017244681890588 135985.7423236345930491 135371.4410201097780373 134185.9692708283546381 127714.9708305110107176 134063.8406537460687105 140624.7540223645628430 132096.0501222136372235 143969.2359829089546110 142630.1453795724373776 138888.4148812484054361 139611.8721176974650007 132659.2575388923287392 136256.0907268729351927 132414.5362863098853268 137975.8010990894399583 140307.1551181466202252 132947.4064594931551255 140815.4461431103409268 143604.3146622870117426
    7369.8775904408948918     4760.3815940769518420        0.0000000000000000       4581        185        126        120        122          0          0        0.0000000000000000 134408.6290218243375421 131550.6533056178304832 131025.1397244559775572 133655.8934276228537783 134670.4624354590778239 137014.7025388585461769 139026.6054207514680456 135368.4111708450363949 131900.8730805079103447 133369.8435676132794470 135403.6225422105926555 134667.4393116669089068 132617.9277389346389100 134153.8501588095095940 133126.0312106508063152 122221.7188842427276541 132888.9595068435301073 127559.7745718774385750 134882.4768424188368954 138348.9913348726695403 138959.2211993913806509 135263.7724762278376147 140265.4664360011229292 133963.1481144322606269
   -1927.1338830251361287     8514.9435637533970294        0.0000000000000000       8513        192        142        124        118          0          0        0.0000000000000000 133326.4076811760314740 137382.1093289495329373 134063.0579413630475756 134336.6125232000485994 135675.8744524667563383 132142.6496750495571177 134921.7024234362179413 143133.4186146923166234 134772.8998164807271678 132221.7305955150513910 134793.4604987712518778 127833.2084603990806499 120112.1840280640171841 127936.9511740354791982 139762.3925874699780252 121313.6420174953964306 128597.5814489067415707 130970.5796570708480431 133623.1923776588228066 134125.3167195780260954 139600.0913064767373726 136600.1319226601917762 125824.1471221045503626 129191.4984004128345987
    1260.1931549769142293     8625.0721713929233374        0.0000000000000000       8986        222        150        150        144          0          0        0.0000000000000000 119623.9350592939445050 123251.2933421715570148 130634.8054861780547071 127586.8411490113649052 123627.1089118907257216 111608.6419315693638055 122284.5605089851596858 126661.3190929843112826 118417.2561252738814801 120274.1135538277594605 123799.9578463811485562 123978.5236495651479345 121913.1970272226462839 122438.2969406067131786 125569.0411457673180848 117672.9430841681169113 121537.8130120237474330 128592.8139053531194804 120283.0990622527897358 125460.8511286716529867 123472.1578832064551534 130891.8569961382163456 128128.9227600421290845 126454.8866009182384005
   -4456.0691521813732834     7606.7956486924204000        0.0000000000000000       2542        181        126        116        120          0          0        0.0000000000000000 131048.5161524360592011 132464.4053088738000952 134041.6378768490103539 132928.4858266207738779 129406.8935431300924392 126894.8171172268339433 134196.3902720119804144 133908.0670981507282704 131397.1677933607134037 133544.7073860570671968 136416.3662887629470788 133426.0400131716742180 131757.4081393291999120 127760.0092023203469580 136113.9723846134438645 135653.1186164586979430 136807.6176072610251140 130156.0968058107682737 137956.5439920118660666 126831.1963312514999416 135663.5141239954100456 134566.4334729448601138 130365.7187899824057240 129037.1719799516868079
    3626.9411929270809196     7831.7285425144818873        0.0000000000000000       8900        159        112        100        104          0          0        0.0000000000000000 139140.0930955262738280 132858.0796106986526866 129138.4198726847971557 128195.7590151344920741 138575.8061779891431797 136096.8834650822391268 132228.2591066362219863 144360.6662985777948052 132742.8202667838195339 127084.5706711788079701 131843.7158010558341630 138528.8495735230681021 130788.0847452969028382 126965.3519103593134787 133029.6019726872327738 132403.9628633242100477 138595.2480103675625287 132847.4930553771555424 138738.9945330005721189 135068.9131168846797664 128457.9308822637540288 136485.6115131223923527 135502.8396771371772047 137309.5461632556689437
